Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
York peppermint pattie,Sweets,0.011,384.0,81.0,0.001,,7.2,2.0,,0.00092,,0.41,79.0,,,,0.0,0.11,0.111,2.2,4.3,,0.028,,7.0,,,,,,,,0.0,,,,,,,,,,,,64.0,,,,,,,,,,,,,
Twizzlers,Sweets,0.008,347.0,79.0,0.0,,2.6,0.6,,0.00028000000000000003,,1.9,79.0,,,,0.024,0.14,0.037,2.3,0.54,,0.195,,0.0,,,,,,,,0.0,,,,,,,,,,,,51.0,,,,,,,,,,,,,
Crème caramel,Sweets,0.083,145.0,23.0,0.09,2.9999999999999997e-05,4.0,0.0,9e-06,0.00038,0.009,1.3,23.0,0.01,0.0,0.0,0.096,0.39,0.118,4.5,1.8,8.7e-06,0.053,,161.0,4.6e-05,2.9999999999999997e-05,3.6e-07,0.00020999999999999998,8e-05,0.00051,4e-05,0.0,0.00047,,,,,,,1e-05,,,,23.0,,,,,0.00023,2.0000000000000002e-07,,,,,,,
Ice cream,Sweets,0.128,207.0,24.0,0.044,2e-05,11.0,0.7,5e-06,8.999999999999999e-05,0.014,3.0,23.0,0.0,0.0,0.0,0.105,0.45,0.199,3.5,6.8,1.8000000000000001e-06,0.08,,421.0,0.000118,4e-05,3.9e-07,0.00023999999999999998,0.00011999999999999999,0.00058,5e-05,0.0006,0.00069,0.026,,8.999999999999999e-05,0.0002,0.00032,0.00026000000000000003,1e-05,8e-05,0.00016,,21.0,0.00015,5e-05,0.00022,2.0000000000000002e-07,0.0003,3e-07,,,,,,,
Sherbet,Sweets,0.054,144.0,30.0,0.001,2.9999999999999997e-05,2.0,1.3,4e-06,0.00014000000000000001,0.008,0.53,29.0,0.0,0.0,0.0,0.04,0.08,0.096,1.1,1.2,1.5e-06,0.046,,46.0,1.2e-05,2.9999999999999997e-05,1.3e-07,0.0001,5.9999999999999995e-05,0.00022,2e-05,0.0023,0.00047999999999999996,0.0077,,,,,,1e-05,,,,24.0,,,,0.0,1e-05,0.0,,,,,,,
Fondant icing,Sweets,0.003,373.0,93.0,0.0,0.0,0.02,0.0,0.0,1e-05,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,6e-07,0.011,,0.0,0.0,1e-05,0.0,2e-05,0.0,0.0,0.0,0.0,4e-05,0.0,,,,,,0.0,,,,89.0,,,,0.0,0.0,0.0,,,,,,,
Fudge,Sweets,0.049,411.0,76.0,0.014,0.00033,10.0,1.7,4e-06,0.0018,0.036,2.9,75.0,0.0,0.0,0.0,0.071,0.37,0.134,2.4,6.4,2.5e-06,0.045,0.17,159.0,4.4e-05,2.9999999999999997e-05,9e-08,8.999999999999999e-05,0.00017999999999999998,0.00014000000000000001,1e-05,0.0,0.0011,0.01,,,,,,0.00041999999999999996,,,,73.0,,,,0.0,0.00017999999999999998,1.4e-06,,0.0,,,,,
Goobers,Sweets,0.089,512.0,53.0,0.012,,34.0,9.7,,0.0011,,,43.0,,,,,,0.502,9.7,12.0,,0.036,0.07,68.0,,,,,,,,0.0003,,,,,,,,,,,,43.0,,,,,,,,,,,,,
Gumdrop,Sweets,0.003,396.0,99.0,0.0,1e-05,0.0,0.1,0.0,0.0004,0.001,0.0,99.0,0.0,0.0,0.0,0.001,0.0,0.005,0.0,0.0,8.000000000000001e-07,0.044,,0.0,0.0,1e-05,0.0,1e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,,,,,,1e-05,,,,59.0,,,,0.0,0.0,0.0,,,,,,,
Jelly bean,Sweets,0.003,375.0,94.0,0.0,2.9999999999999997e-05,0.05,0.2,0.0,0.00013000000000000002,0.002,0.0,93.0,0.0,0.0,0.0,0.004,0.0,0.037,0.0,0.0,1.1e-06,0.05,,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,0.0,0.0,5e-05,0.0,,,,,,4e-05,,,,70.0,,,,0.0,0.0,0.0,,,,,,,
Kit Kat,Sweets,0.125,518.0,65.0,0.011,0.00022,26.0,1.0,1.4e-05,0.001,0.037,5.8,64.0,0.0,0.0,0.0,0.135,0.9,0.231,6.5,18.0,5e-06,0.054,0.1,81.0,2.4e-05,0.00011999999999999999,5.6e-07,0.00020999999999999998,0.0005,0.00064,2e-05,0.0,8.999999999999999e-05,0.031,0.2,0.00011,0.00028000000000000003,0.0005200000000000001,0.00028000000000000003,0.0001,0.00016,0.00027,11.0,49.0,0.00019,8.999999999999999e-05,0.00035999999999999997,0.0,0.00034,5.2e-06,0.08,0.0,0.0,,,,
Baby ruth,Sweets,0.047,459.0,65.0,0.0,0.00023,22.0,2.0,1.2e-05,0.00063,0.043,5.6,63.0,0.0,0.0,0.0,0.094,2.6,0.249,5.4,12.0,2.5e-06,0.23,0.05,0.0,0.0,5.9999999999999995e-05,6e-08,0.00011999999999999999,0.0013,0.00033,4e-05,0.0,0.0007199999999999999,0.035,,,,,,0.00035,,,,54.0,,,,0.0,0.00093,2.3e-06,,,,,,,
Marshmallow,Sweets,0.003,318.0,81.0,0.0,0.0001,0.2,0.1,1e-06,0.00023,0.002,0.08,81.0,0.0,0.0,0.0,0.008,0.05,0.005,1.8,0.06,1.7e-06,0.08,,0.0,0.0,0.0,0.0,0.0,8e-05,1e-05,0.0,0.0,4e-05,0.0001,,2e-05,2.9999999999999997e-05,7.000000000000001e-05,8e-05,1e-05,2e-05,4e-05,,58.0,4e-05,0.0,5e-05,0.0,0.0,0.0,,,,,,,
Halva,Sweets,0.033,469.0,60.0,0.0,0.0012,22.0,4.5,6.5e-05,0.0045,0.218,8.2,56.0,0.0,0.0,0.0,0.607,8.5,0.187,12.0,4.1,1.2e-05,0.195,,2.0,0.0,0.00041999999999999996,4e-08,8.999999999999999e-05,0.0029,0.00017,0.00035,0.0001,0.0043,,,,,,,0.00087,,,,,,,,,,,,,,,,,
Oh henry,Sweets,0.069,462.0,66.0,0.007,0.00035,23.0,1.9,4.4e-05,0.0005,0.051,5.5,64.0,0.0,0.0,0.0,0.14,2.7,0.259,7.7,9.6,3.2000000000000003e-06,0.193,0.05,0.0,0.0,0.00015,2.0000000000000002e-07,0.00011999999999999999,0.0025,0.00054,8.999999999999999e-05,0.0,0.0012,0.037,,,,,,0.00054,,,,46.0,,,,0.0,0.0022,1.2e-06,,0.0,,,,,
Chunky bar,Sweets,0.1,475.0,60.0,0.01,,28.0,2.5,,0.0009,,,58.0,,,,,,,7.5,13.0,,0.038,0.16,0.0,,,,,,,,0.0,,,,,,,,,,,,53.0,,,,,,,,,,,,,
Banana pudding,Sweets,0.102,105.0,20.0,0.006,1e-05,1.7,0.0,4e-06,5.9999999999999995e-05,0.012,0.46,20.0,0.0,0.0,0.0,0.216,0.12,0.131,2.8,0.97,2e-06,0.296,,170.0,4.6e-05,2.9999999999999997e-05,3e-07,0.00014000000000000001,7.000000000000001e-05,0.00027,4e-05,0.0008,0.00033,,,8e-05,0.00017,0.00027,0.00022,0.0,7.000000000000001e-05,0.00013000000000000002,,,0.00013000000000000002,4e-05,0.00019,8.000000000000001e-07,,,,,,,,,
Chocolate pudding,Sweets,0.104,105.0,19.0,0.006,7.000000000000001e-05,1.9,0.4,5e-06,0.0004,0.019,0.56,18.0,0.0,0.0,0.0,0.238,0.13,0.168,3.2,1.1,2.3e-06,0.284,,170.0,4.6e-05,2.9999999999999997e-05,3.1e-07,0.00015,0.00011,0.00027,4e-05,0.0008,0.00043,,,8e-05,0.00017999999999999998,0.0003,0.00023999999999999998,5.9999999999999995e-05,7.000000000000001e-05,0.00015,,,0.00014000000000000001,4e-05,0.00020999999999999998,8.000000000000001e-07,,,,,,,,,
Milky way,Sweets,0.115,456.0,71.0,0.009,0.00015,17.0,1.0,4e-06,0.00049,0.02,2.2,70.0,0.0,0.0,0.0,0.067,0.26,0.124,4.0,12.0,2e-06,0.167,0.21,110.0,3.1e-05,5e-05,1.8e-07,0.0001,0.00015,0.00016,1e-05,0.0007,0.00069,0.017,,,,,,0.00015,,,,60.0,,,,4.0000000000000003e-07,0.0008900000000000001,3.6000000000000003e-06,,0.0,,,,,
Skor bar,Sweets,0.03,541.0,64.0,0.053,4e-05,30.0,1.3,2e-06,0.00057,0.01,9.7,62.0,0.0,0.0,0.0,0.061,1.2,0.153,3.1,19.0,0.0,0.317,,204.0,6.1e-05,2e-05,2.1e-07,0.0001,0.00013000000000000002,4e-05,2e-05,0.0005,0.00017,0.0031,,,,,,0.0,,,,60.0,,,,1.0000000000000001e-07,0.00058,8.599999999999999e-06,,0.0,,,,,
M&Ms Peanut,Sweets,0.102,515.0,60.0,0.008,0.00051,26.0,3.7,5.5e-05,0.0012,0.069,8.1,57.0,0.0,0.0,0.0,0.19,3.5,0.347,9.6,10.0,4.1e-06,0.05,0.33,74.0,2.2e-05,5.9999999999999995e-05,3.2e-07,0.00011,0.0034,0.00063,8.999999999999999e-05,0.0,0.0018,0.037,,,,,,0.00066,,,,51.0,,,,0.0,0.0029,3e-06,,0.0,,,,,
Mounds candy bar,Sweets,0.021,486.0,59.0,0.002,0.0004,27.0,3.7,6e-06,0.0021000000000000003,0.055,0.39,55.0,0.0,0.0,0.0,0.091,0.14,0.321,4.6,21.0,6.5999999999999995e-06,0.145,,0.0,0.0,5e-05,0.0,5.9999999999999995e-05,0.00028000000000000003,0.00025,8.999999999999999e-05,0.0004,0.0011,0.012,,,,,,0.00095,,,,46.0,,,,0.0,0.00019,1.6000000000000001e-06,,0.0,,,,,
Mr. Goodbar,Sweets,0.11,538.0,54.0,0.01,0.00017,33.0,3.8,3.8e-05,0.0014,0.047,8.2,51.0,0.0,0.0,0.0,0.163,4.4,0.394,10.0,14.0,0.0,0.041,,125.0,3.5e-05,0.00014000000000000001,3.3e-07,0.00014000000000000001,0.0034,0.00041999999999999996,7.000000000000001e-05,0.0009,0.00093,0.047,,,,,,0.0,,,,47.0,,,,0.0,0.0032,3.6000000000000003e-06,,0.0,,,,,
100 grand bar,Sweets,0.076,468.0,71.0,0.012,0.00019,19.0,1.0,5e-06,0.00034,0.025,6.0,70.0,0.0,0.0,0.0,0.086,1.4,0.163,2.5,12.0,2.5e-06,0.203,0.0,127.0,3.8e-05,5.9999999999999995e-05,2.9e-07,0.00011999999999999999,0.0002,0.00017999999999999998,2e-05,0.0007,0.00099,0.025,,,,,,0.00017,,,,52.0,,,,0.0,0.00041999999999999996,6.2e-06,,0.0,,,,,
Crunch bar,Sweets,0.1,500.0,67.0,0.013,,26.0,1.9,,0.0007,,,65.0,,,,,,0.305,5.0,16.0,,0.15,0.14,107.0,,,,,,,,0.0005,,,,,,,,,,,,55.0,,,,,,,,,,,,,
Candy bar,Sweets,0.078,522.0,47.0,0.0,0.0007700000000000001,34.0,4.1,7.5e-05,0.0009699999999999999,0.11,17.0,43.0,0.0,0.0,0.0,0.308,11.0,0.407,16.0,4.7,4.7e-06,0.156,,0.0,0.0,0.0001,0.0,0.00014000000000000001,0.0079,0.00083,0.153,0.0,0.0039,0.029,,0.00039,0.00053,0.00099,0.00055,0.0012,0.00019,0.00079,,42.0,0.0005200000000000001,0.00015,0.00064,0.0,0.0040999999999999995,0.0,,,,,,,
Raisinets,Sweets,0.085,422.0,71.0,0.011,,17.0,2.2,,0.0012,,,69.0,,,,,,,4.4,11.0,,0.033,0.08,77.0,,,,,,,,0.0016,,,,,,,,,,,,59.0,,,,,,,,,,,,,
Reeses cups,Sweets,0.078,515.0,55.0,0.006,0.00023999999999999998,31.0,3.6,5e-05,0.0012,0.062,13.0,52.0,0.0,0.0,0.0,0.161,5.5,0.343,10.0,11.0,1.4e-06,0.357,0.0,56.0,1.7e-05,0.00016,2.6e-07,0.00011,0.0045,0.00062,0.0001,0.0003,0.0013,0.035,,,,,,0.0,,,,47.0,,,,0.0,0.00015,2e-06,,0.0,,,,,
Reese's pieces,Sweets,0.069,497.0,60.0,0.0,0.00041,25.0,3.0,5.5e-05,0.00049,0.088,4.5,57.0,0.0,0.0,0.0,0.207,1.9,0.359,12.0,16.0,8.000000000000001e-07,0.194,0.0,0.0,0.0,0.00017999999999999998,1.1e-07,0.00022,0.0060999999999999995,0.00061,0.00011,0.0,0.0012,0.029,,,,,,0.0011,,,,53.0,,,,0.0,0.00099,5.9e-06,,,,,,,
Rolo,Sweets,0.145,474.0,68.0,0.012,0.0,21.0,0.9,0.0,0.00041999999999999996,0.0,2.1,67.0,0.0,0.0,0.0,0.071,0.27,0.188,5.1,15.0,0.0,0.188,0.0,121.0,3.4e-05,2e-05,3.3e-07,0.00011999999999999999,4e-05,0.0,0.0,0.0009,0.0,0.02,,,,,,0.0,,,,64.0,,,,0.0,0.0011,3.2000000000000003e-06,,0.0,,,,,
After eight,Sweets,0.013,432.0,80.0,0.0,,12.0,2.4,,0.00057,,,77.0,,,,,,,1.7,8.3,,0.001,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,67.0,,,,,,,,,,,,,
Starburst,Sweets,0.0,408.0,83.0,0.0,1e-05,8.2,0.0,1e-06,1e-05,0.001,0.0,83.0,0.0,0.0,0.0,0.005,0.0,0.002,0.41,7.8,8.000000000000001e-07,0.002,0.14,1.0,0.0,0.0,0.0,0.0,1e-05,4e-05,0.0,0.059,0.0,0.0,,,,,,2e-05,,,,58.0,,,,0.0,0.00033,2.1000000000000002e-06,,,,,,,
3 musketeers,Sweets,0.054,436.0,78.0,0.005,0.00016,13.0,1.5,4e-06,0.00067,0.029,2.4,76.0,0.0,0.0,0.0,0.069,0.32,0.133,2.6,8.6,1.8999999999999998e-06,0.194,0.13,67.0,2e-05,2.9999999999999997e-05,1.6e-07,5.9999999999999995e-05,0.00023,0.00023,2e-05,0.0002,0.00055,0.012,,,,,,0.00016,,,,67.0,,,,0.0,0.00098,2.8999999999999998e-06,,0.0,,,,,
Twix,Sweets,0.106,502.0,65.0,0.007,0.0002,25.0,1.1,2.6e-05,0.0008100000000000001,0.027,3.0,64.0,0.0,0.0,0.0,0.105,0.63,0.186,4.9,19.0,4.2999999999999995e-06,0.198,0.34,67.0,2e-05,0.00016,3.3e-07,0.00020999999999999998,0.0011,0.00027,2.9999999999999997e-05,0.0006,0.0011,0.021,,,,,,0.00027,,,,48.0,,,,0.0,0.00074,5.6e-06,,0.0,,,,,
Whatchamacallit,Sweets,0.118,494.0,63.0,0.012,0.00011999999999999999,24.0,1.9,1.8e-05,0.0011,0.028,3.8,61.0,0.0,0.0,0.0,0.138,0.83,0.303,8.0,17.0,7e-07,0.299,0.12,134.0,3.8e-05,0.00011,3.7e-07,0.00020999999999999998,0.0025,0.00026000000000000003,4e-05,0.0009,0.00043,0.025,,,,,,0.00033,,,,49.0,,,,0.0,0.0013,4.2999999999999995e-06,,0.0,,,,,
Chewing gum,Sweets,0.0,360.0,97.0,0.0,0.0,0.3,2.4,0.0,0.0,0.0,0.08,94.0,0.0,0.0,0.0,0.0,0.14,0.002,0.0,0.04,6e-07,0.001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,66.0,,,,0.0,0.0,0.0,,,,,,,
Cocoa bean,Sweets,0.111,220.0,58.0,0.0,0.0036,13.0,30.0,3.2e-05,0.016,0.476,4.4,29.0,0.0,0.0,0.0,0.728,0.42,2.509,18.0,7.8,1.3e-05,0.019,,0.0,0.0,0.00011,0.0,0.00046,0.0024,0.00025,0.00011999999999999999,0.0,0.0064,0.011,,0.00031,0.0007,0.0011,0.00091,0.0037,0.00019,0.00087,,1.8,0.0007199999999999999,0.00027,0.0011,0.0,0.0001,2.4e-06,,,,,,,
Custard,Sweets,0.139,122.0,18.0,0.051,2.9999999999999997e-05,4.0,0.0,9e-06,0.00034,0.016,1.1,18.0,0.0,0.0,0.0,0.13,0.31,0.207,4.0,2.0,6e-06,0.084,,182.0,5.2e-05,5.9999999999999995e-05,5.2e-07,0.00022,0.00013000000000000002,0.0007,5.9999999999999995e-05,0.0001,0.00051,0.012,0.0,8.999999999999999e-05,0.00020999999999999998,0.00034,0.00020999999999999998,1e-05,8.999999999999999e-05,0.00017,,4.8,0.00019,8e-05,0.00023,1.2e-06,5.9999999999999995e-05,2.0000000000000002e-07,,,,,,,
Gelatin dessert,Sweets,0.003,381.0,91.0,0.0,0.00011999999999999999,0.0,0.0,3e-06,0.00013000000000000002,0.002,0.0,91.0,0.0,0.0,0.0,0.141,0.0,0.007,7.8,0.0,6.7e-06,0.466,,0.0,0.0,0.0,0.0,4e-05,1e-05,1e-05,0.0,0.0,1e-05,0.0035,,7.000000000000001e-05,0.00011999999999999999,0.00025,0.00035,1e-05,5.9999999999999995e-05,0.00017999999999999998,,86.0,0.00015,0.0,0.00020999999999999998,0.0,0.0,0.0,,,,,,,
Mousse,Sweets,0.096,225.0,16.0,0.14,8e-05,16.0,0.6,1.5e-05,0.00055,0.02,5.0,15.0,0.01,0.0,0.0,0.117,0.88,0.143,4.1,9.2,7.4e-06,0.038,,509.0,0.00014,5e-05,4.6999999999999995e-07,0.00020999999999999998,0.00015,0.00053,5.9999999999999995e-05,0.0001,0.00064,,,,,,,5.9999999999999995e-05,,,,15.0,,,,,0.00051,1.6000000000000001e-06,,,,,,,
Apple crisp,Sweets,0.035,161.0,31.0,0.0,7.000000000000001e-05,3.4,1.4,1.6e-05,0.00082,0.008,1.3,29.0,0.0,0.0,0.0,0.028,1.1,0.078,1.8,0.69,3.5e-06,0.351,,142.0,2.9e-05,8e-05,0.0,8e-05,0.00085,8.999999999999999e-05,4e-05,0.0022,0.00017999999999999998,,,,,,,0.00013000000000000002,,,,20.0,,,,,0.00038,4.1e-06,,,,,,,
Flan,Sweets,0.024,348.0,92.0,0.0,2e-05,0.0,0.0,0.0,8e-05,0.0,,92.0,,,,0.001,,0.153,0.0,,2.1e-05,0.432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,,,,,,,1e-05,,,,,,,,,,,,,,,,,
Pudding,Sweets,0.106,120.0,20.0,0.009,0.00011,3.2,0.8,4e-06,0.00034,0.02,0.82,19.0,0.0,0.0,0.0,0.087,0.18,0.15,3.2,1.8,3.7e-06,0.098,,139.0,3.9e-05,4e-05,3.1e-07,0.00016,0.00013000000000000002,0.00033,2.9999999999999997e-05,0.0,0.00047999999999999996,0.011,,,,,,0.0001,,,,12.0,,,,1.1e-06,5.9999999999999995e-05,3e-07,,,,,,,
Rice pudding,Sweets,0.105,111.0,21.0,0.006,2e-05,1.6,0.1,4e-06,0.00037,0.013,0.44,21.0,0.0,0.0,0.0,0.087,0.06,0.13,3.3,0.97,1.8999999999999998e-06,0.109,,172.0,4.6e-05,8e-05,2.4e-07,0.00014000000000000001,0.00044,0.00029,4e-05,0.0007,0.00038,,,8e-05,0.00017,0.00027,0.00022,5.9999999999999995e-05,7.000000000000001e-05,0.00014000000000000001,,,0.00013000000000000002,4e-05,0.00019,8.000000000000001e-07,,,,,,,,,
Tapioca,Sweets,0.105,105.0,20.0,0.006,1e-05,1.7,0.0,4e-06,5.9999999999999995e-05,0.012,0.45,20.0,0.0,0.0,0.0,0.082,0.06,0.133,2.9,0.99,2e-06,0.121,,160.0,4.7e-05,2.9999999999999997e-05,2.5e-07,0.00014000000000000001,8e-05,0.00028000000000000003,2.9999999999999997e-05,0.0007,0.00035,,,8e-05,0.00017,0.00028000000000000003,0.00023,1e-05,7.000000000000001e-05,0.00014000000000000001,,,0.00013000000000000002,4e-05,0.00019,9.000000000000001e-07,,,,,,,,,
Praline,Sweets,0.043,485.0,60.0,0.0,0.00049,26.0,3.5,6e-06,0.0013,0.049,15.0,56.0,0.0,0.0,0.0,0.104,7.8,0.217,3.3,2.2,1.8000000000000001e-06,0.048,,19.0,1e-06,0.0002,0.0,5e-05,0.00041999999999999996,0.00033,8e-05,0.0003,0.0017,,,,,,,0.0017,,,,56.0,,,,,0.0005,1.3e-06,,0.0,,,,,
Icing,Sweets,0.003,418.0,68.0,0.0,0.0,16.0,0.0,8e-06,0.00016,0.001,4.9,68.0,0.0,0.0,0.0,0.018,8.0,0.034,0.0,3.0,1.0000000000000001e-07,0.184,0.0,0.0,0.0,1e-05,0.0,0.0003,0.00022,5.9999999999999995e-05,0.0,0.0,7.000000000000001e-05,0.0023,,,,,,0.0,,,,63.0,,,,0.0,0.0015,1.3e-05,,,,,,,
Reesesticks,Sweets,0.07,521.0,55.0,0.006,0.0002,31.0,3.3,4e-05,0.0013,0.049,11.0,52.0,0.0,0.0,0.0,0.144,4.7,0.295,9.5,13.0,7e-07,0.264,,58.0,1.4e-05,0.00013000000000000002,1.5e-07,0.0001,0.0036,0.00044,8e-05,0.0006,0.00099,0.028,,,,,,0.0,,,,40.0,,,,0.0,0.0028,5.9e-06,,0.0,,,,,
Reese's fast break,Sweets,0.061,474.0,62.0,0.004,0.00017999999999999998,23.0,2.9,3.9e-05,0.0009599999999999999,0.048,8.9,59.0,,,,0.13,4.3,0.284,8.7,8.2,0.0,0.33,0.0,40.0,,0.00013000000000000002,,0.0001,0.0036,0.00041999999999999996,7.000000000000001e-05,0.0004,0.00094,,,,,,,0.0,,,,53.0,,,,,,,,,,,,,
Dove milk chocolate,Sweets,0.16,546.0,60.0,0.018,,32.0,2.4,,0.0011,,,57.0,,,,,,,5.9,19.0,,0.063,0.25,292.0,,,,,,,,0.0008,,,,,,,,,,,,55.0,,,,,,,,,,,,,
Chocolate ice cream,Sweets,0.109,216.0,28.0,0.034,0.00014000000000000001,11.0,1.2,1.6e-05,0.00093,0.029,3.2,27.0,0.0,0.0,0.0,0.107,0.41,0.249,3.8,6.8,2.5e-06,0.076,,416.0,0.000118,4e-05,2.9e-07,0.00019,0.00023,0.00055,5.9999999999999995e-05,0.0007,0.00058,0.023,,,,,,0.00014000000000000001,,,,25.0,,,,2.0000000000000002e-07,0.0003,3e-07,,,,,,,
Italian ice,Sweets,0.001,53.0,14.0,0.0,1e-05,0.02,0.0,5e-06,8.999999999999999e-05,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.006,0.03,0.0,1.0000000000000001e-07,0.004,,167.0,,1e-05,0.0,1e-05,0.0007199999999999999,1e-05,0.0,0.0005,2.9999999999999997e-05,,,,,,,2e-05,,,,,,,,,,,,,,,,,
Ice pop,Sweets,0.0,79.0,19.0,0.0,0.0,0.24,0.0,0.0,0.00054,0.001,0.05,19.0,0.0,0.0,0.0,0.0,0.02,0.015,0.0,0.01,2.0000000000000002e-07,0.007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.00015,0.0,2.7,,,,,0.0,,,,14.0,,,,0.0,0.0,0.0,,,,,,,
Mars,Sweets,0.09,475.0,72.0,0.012,,19.0,2.0,,0.00086,,,70.0,,,,,,,4.3,12.0,,0.136,0.13,167.0,,,,,,,,0.0005,,,,,,,,,,,,59.0,,,,,,,,,,,,,
Honey,Sweets,0.006,304.0,82.0,0.0,4e-05,0.0,0.2,2e-06,0.00041999999999999996,0.002,0.0,82.0,0.0,0.0,0.0,0.004,0.0,0.052,0.3,0.0,8.000000000000001e-07,0.004,,0.0,0.0,0.0,0.0,4e-05,0.00011999999999999999,7.000000000000001e-05,2e-05,0.0005,0.00022,0.0022,41.0,0.0,1e-05,1e-05,1e-05,8e-05,0.0,1e-05,,82.0,0.0,0.0,1e-05,0.0,0.0,0.0,,,,,,,
Fruit preserves,Sweets,0.02,278.0,69.0,0.0,0.0001,0.07,1.1,1.1e-05,0.00049,0.004,0.04,68.0,0.0,0.0,0.0,0.019,0.0,0.077,0.37,0.01,2e-06,0.032,,0.0,0.0,2e-05,0.0,8e-05,4e-05,2e-05,2e-05,0.0088,5.9999999999999995e-05,0.01,,1e-05,2e-05,4e-05,2.9999999999999997e-05,4e-05,0.0,2e-05,,49.0,2e-05,1e-05,2e-05,0.0,0.00011999999999999999,0.0,,,,,,,
Marmalade,Sweets,0.038,246.0,66.0,0.0,8.999999999999999e-05,0.0,0.7,9e-06,0.00015,0.002,0.0,66.0,0.0,0.0,0.0,0.004,0.0,0.037,0.3,0.0,6e-07,0.056,,62.0,3e-06,1e-05,0.0,2.9999999999999997e-05,5e-05,2e-05,2e-05,0.0048,4e-05,0.003,,1e-05,1e-05,1e-05,2e-05,2e-05,1e-05,1e-05,,60.0,1e-05,0.0,1e-05,0.0,5.9999999999999995e-05,0.0,,,,,,,
Molasses,Sweets,0.205,290.0,75.0,0.0,0.00049,0.1,0.0,0.0,0.0047,0.242,0.03,75.0,0.0,0.0,0.0,0.031,0.05,1.464,0.0,0.02,1.8e-05,0.037,,0.0,0.0,4e-05,0.0,0.0,0.00093,0.0008,0.00067,0.0,0.00029,0.013,13.0,,,,,0.0015,,,,75.0,,,,0.0,0.0,0.0,,,,,,,
Pectin,Sweets,0.007,325.0,90.0,0.0,0.00041999999999999996,0.3,8.6,1e-06,0.0027,0.001,0.01,82.0,0.0,0.0,0.0,0.002,0.09,0.007,0.3,0.05,0.0,0.2,,3.0,0.0,1e-05,0.0,5.9999999999999995e-05,1e-05,0.00011,1e-05,0.0,0.00047,,,,,,,7.000000000000001e-05,,,,,,,,,,,,,,,,,
Brown sugar,Sweets,0.083,380.0,98.0,0.0,5e-05,0.0,0.0,1e-06,0.0007099999999999999,0.009,0.0,98.0,0.0,0.0,0.0,0.004,0.0,0.133,0.12,0.0,1.2e-06,0.028,,0.0,0.0,0.0,0.0,0.0,0.00011,0.00013000000000000002,4e-05,0.0,2.9999999999999997e-05,0.0023,1.1,,,,,5.9999999999999995e-05,,,,97.0,,,,0.0,0.0,0.0,,,,,,,
Sugar,Sweets,0.001,387.0,100.0,0.0,1e-05,0.0,0.0,0.0,5e-05,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,6e-07,0.001,,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,,,,,0.0,,,,100.0,,,,0.0,0.0,0.0,,,,,,,
Aspartame,Sweets,0.0,365.0,89.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.004,2.2,0.0,5e-07,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,8.4,81.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Maple sugar,Sweets,0.09,354.0,91.0,0.0,0.0001,0.2,0.0,0.0,0.0016,0.019,0.06,91.0,0.0,0.0,0.0,0.003,0.1,0.274,0.1,0.04,8.000000000000001e-07,0.011,,0.0,0.0,1e-05,0.0,1e-05,4e-05,5e-05,0.0,0.0,0.0060999999999999995,0.0021000000000000003,,,,,,0.0044,,,,85.0,,,,0.0,0.0,0.0,,,,,,,
